objid,myRA,SDSS_RA,myDEC,SDSS_DEC,distance,modelMag_g,modelMag_r,modelMag_i,cModelMag_g,cModelMag_r,cModelMag_i,petroMag_g,petroMag_r,petroMag_i,petroRad_g,petroRad_r,petroRad_i
1237661948639770000,175.2448,175.244809,11.47114,11.47112481,0.001443453,11.70025,10.93223,10.54948,11.70385,11.03817,10.66695,11.49329,10.81636,10.41047,58.7594,61.66705,60.22885
1237661948640030000,175.8625,175.8624388,11.39844,11.39842502,0.001425683,16.23496,15.94422,15.80826,16.25091,15.94421,15.80349,16.25913,15.96546,15.83692,10.0529,10.38266,10.40611
1237661949170940000,161.9228,161.9228152,11.07707,11.0770741,0.001241337,13.85133,13.19478,12.84135,13.78319,13.27049,12.92416,13.60815,13.12318,12.77511,52.59783,47.90039,46.24003
1237661949172970000,166.6338,166.6337607,11.38542,11.38542823,0.000918014,13.12976,12.40578,12.01816,13.09345,12.42404,11.98461,13.03981,12.32895,11.92486,24.30594,22.93916,24.84682
1237661949191780000,210.5005,210.5003094,10.83061,10.83060278,0.013244468,16.02894,15.54915,15.29891,16.02667,15.5461,15.2827,15.91865,15.41759,15.2057,7.863128,8.008901,8.102571
1237661949191840000,210.6243,210.6242495,10.7081,10.70810253,0.000214925,16.56197,16.40567,16.3291,16.55295,16.36718,16.28161,16.5511,16.38162,16.31659,4.718947,4.780956,4.797428
1237661949192300000,211.7682,211.7682,10.71258,10.71257603,0.000310837,16.88173,16.71164,16.87123,17.20096,16.83908,16.87571,17.34979,17.03997,17.06226,7.767518,8.945188,9.011101
1237661949192760000,212.7638,212.7638374,10.55644,10.55643232,0.000901866,18.01782,17.72116,17.61302,18.05007,17.71143,17.58981,18.04144,17.72297,17.60139,4.554596,4.890862,5.140735
1237661949194400000,216.5892,216.5892309,10.16334,10.16333348,0.000395969,16.81537,16.21763,15.92789,16.93158,16.32759,16.04559,17.00633,16.42088,16.14012,4.481937,4.482324,4.382401
1237661949195050000,218.0867,218.0866419,9.933525,9.933518875,0.000843789,15.30454,14.805,14.60845,15.28304,14.74853,14.52111,15.2818,14.77599,14.52919,14.66399,15.73728,16.58841
1237661949195120000,218.1831,218.183107,9.891717,9.891701017,0.0009608,13.78945,13.20855,12.9174,13.71653,13.15157,12.86092,13.46281,12.94035,12.66923,42.98989,38.02375,38.9493
1237661949197870000,224.5805,224.5805062,9.075745,9.075739393,0.000909848,17.42897,17.2599,17.22232,17.40891,17.21331,17.13727,17.44345,17.2459,17.16038,3.670237,3.943022,4.128349
1237661949706430000,158.6783,158.6783119,11.19735,11.1973667,0.00218684,13.77831,12.88866,12.40572,13.53279,12.91861,12.79202,13.64658,12.78142,12.32937,48.6668,47.74629,47.59503
1237661949709180000,165.116,165.1160281,11.62086,11.62079283,0.004424084,17.29053,16.96458,16.8079,16.784,16.4792,16.34778,17.07569,16.75694,16.68135,2.970491,2.969619,2.970408
1237661949709580000,166.1103,166.1103465,11.75636,11.7563394,0.00137625,16.0929,15.90386,15.8571,16.06443,15.89377,15.87761,16.21341,16.02963,16.10221,24.86176,43.77123,22.84079
1237661949711220000,169.81,169.8099878,11.95217,11.95194938,0.013315609,20.7473,20.37351,20.03277,20.7487,20.37351,17.83646,20.95768,20.57917,19.32123,1.784218,1.745223,8.274973
1237661949712720000,173.3811,173.3811183,12.13732,12.13732912,0.000574225,16.13406,15.60331,15.36448,15.94457,15.51302,15.30228,16.07767,15.64295,15.45119,16.38352,16.19306,15.88186
1237661949728390000,209.9505,209.9505307,11.32603,11.32602726,0.0017851,16.45736,16.07569,15.95443,16.37861,16.00833,15.91793,16.43608,16.05254,15.96961,12.18791,12.30174,11.83287
1237661949728780000,210.8507,210.8507031,11.15408,11.15408241,0.000313724,16.62435,16.31174,16.20965,16.60361,16.25759,16.10375,16.58764,16.25437,16.14128,4.596815,4.841025,5.04192
1237661949728910000,211.1367,211.1366779,11.18981,11.18980107,0.000599985,16.74814,16.29361,16.12883,16.66893,16.28274,16.0892,16.71727,16.39016,16.15545,19.81844,27.92459,19.25519
1237661949730090000,213.9598,213.9598589,10.96131,10.96129561,0.001379415,17.47625,17.10066,16.89435,17.38742,16.93479,16.6524,17.39274,16.94689,16.71404,6.035439,6.913974,7.394618
1237661949738740000,233.6893,233.6893464,8.15691,8.156910865,5.56E-05,17.58101,17.15729,17.01333,17.72918,17.20689,17.0203,17.77226,17.28019,17.109,2.945536,3.391427,3.622676
1237661949741760000,240.5485,240.5484469,7.0861,7.086098906,0.001806054,14.37688,13.57137,13.15894,14.38167,13.64493,13.21713,14.45577,13.70831,13.30315,15.47156,14.46371,14.98851
1237661950243300000,158.7339,158.7338796,11.49239,11.49235927,0.001871757,17.27978,16.97345,16.89776,17.28385,16.97345,16.95576,17.36474,17.09133,17.12527,11.78086,12.18833,11.27701
1237661950245600000,164.058,164.057971,12.01129,12.01129978,0.000633242,16.42577,16.30904,16.44538,16.29704,16.24079,16.50543,16.65321,16.44342,16.9955,20.20542,21.92342,43.76445
1237661950247500000,168.4854,168.4854023,12.30106,12.30107363,0.001028968,13.85725,13.21824,12.9214,13.79885,13.21177,12.94661,13.83464,13.25974,13.00596,23.95939,23.22016,22.344
1237661950248480000,170.7111,170.7111277,12.34489,12.34489197,0.000496241,16.68236,16.34858,16.22165,16.64938,16.27275,16.16119,16.66033,16.31839,16.20056,8.744629,9.081963,8.954415
1237661950249660000,173.5486,173.5486442,12.51231,12.51230965,5.58E-05,13.89705,13.06973,12.67373,13.88998,13.06973,12.70471,13.99792,13.18374,12.79624,17.56266,17.67356,17.55874
1237661950251170000,177.0746,177.0745487,12.72588,12.72587381,0.000484367,17.78359,17.34431,17.10983,17.70083,17.20153,17.01445,17.79946,17.27266,17.0452,8.551872,9.249265,9.445978
1237661950251230000,177.1278,177.1276903,12.7298,12.72989073,0.007435538,19.49823,19.24639,19.07445,19.56389,19.24641,19.09756,19.75823,19.41273,19.2802,1.686718,1.703754,1.686641
1237661950251230000,177.1352,177.1352059,12.70529,12.70528416,0.000917411,15.81971,15.27665,14.99998,15.73516,15.17262,14.92918,15.86534,15.27275,15.0567,16.86359,17.42692,16.84631
1237661950251300000,177.301,177.3009011,12.63158,12.63163283,0.004859468,17.78469,17.43825,17.17938,17.76733,17.39351,17.12719,17.79556,17.42582,17.10419,10.37012,10.21711,10.44429
1237661950251300000,177.378,177.3779961,12.67709,12.67709222,0.000595349,16.19466,15.82493,15.64783,16.11436,15.72969,15.52509,16.16827,15.78205,15.59335,9.281932,9.398323,9.474263
1237661950260210000,198.2431,198.2431255,12.47798,12.47798189,0.000492095,16.23587,15.955,15.9861,16.37287,15.99413,15.96089,16.38496,16.08677,16.09293,2.929285,3.802838,4.635363
1237661950265780000,211.1581,211.1581181,11.64575,11.64575272,0.00053828,14.54845,14.19556,14.04075,14.46297,14.12759,13.96253,14.48435,14.15268,14.01126,14.38088,13.94981,14.089
1237661950265850000,211.3723,211.372333,11.58544,11.5854492,0.000601997,16.90863,16.53608,16.37698,16.94876,16.53609,16.3715,16.95514,16.55594,16.37867,6.375823,6.857347,7.034838
1237661950271810000,225.0571,225.0570487,9.93776,9.937758002,0.001140431,15.68109,15.25684,15.01922,15.58333,15.25685,14.99168,15.62347,15.22946,15.01542,16.31397,17.172,16.92815
1237661950781680000,162.1806,162.1805668,12.3154,12.3154018,0.000350129,17.43667,16.90385,16.60653,17.3705,16.88871,16.56943,17.43516,16.93382,16.63736,6.187665,5.851057,5.909189
1237661950781750000,162.3613,162.3611693,12.25778,12.25773793,0.006263773,17.21794,16.9312,16.83486,17.24943,16.92073,16.7818,17.26516,16.9121,16.81584,6.933118,7.112919,7.211801
1237661950783580000,166.5656,166.5655542,12.6658,12.66579602,0.000788611,18.1364,17.7388,17.52184,18.16357,17.66945,17.4566,18.203,17.74453,17.53151,5.677186,6.04254,6.348105
1237661950784430000,168.6541,168.6539368,12.81767,12.81786304,0.016785605,12.16521,11.24544,10.71159,12.19951,11.27018,10.81881,12.1629,11.24538,10.74911,37.42694,38.34074,36.59746
1237661950784500000,168.6876,168.6875862,12.6477,12.64769939,0.000584408,17.23112,16.93523,16.74347,17.23569,16.93523,16.69814,17.35199,17.02889,16.78616,11.58869,10.99712,11.82898
1237661950787250000,175.2395,175.239502,13.14508,13.14508589,0.000966627,17.35583,16.97462,16.77437,17.20489,16.84978,16.6472,17.35681,16.94115,16.74463,6.874686,6.610573,6.296904
1237661950788040000,177.0533,177.0533361,13.20938,13.20937196,0.000469234,14.81226,14.37462,14.12136,14.65183,14.32938,14.06513,14.64165,14.28917,14.01241,36.59676,32.30101,33.15362
1237661950797020000,198.0727,198.072545,12.86835,12.86848193,0.013093768,16.15419,15.81846,15.66842,16.17264,15.81846,15.66426,16.13947,15.79722,15.65347,10.42209,10.82968,10.90893
1237661950805730000,218.4049,218.4049335,11.2173,11.21727027,0.001922402,18.03321,17.7844,17.77744,18.03132,17.7844,17.76931,18.086,17.80311,17.77738,9.301829,9.989253,9.698856
1237661950813660000,236.6129,236.6129483,8.65691,8.656911632,0.000194007,16.69446,16.29164,16.13376,16.86557,16.37359,16.16365,16.92432,16.47879,16.27409,4.16545,4.785203,5.075616
1237661950813920000,237.1358,237.1358389,8.58793,8.587898309,0.001910125,14.45806,13.83428,13.5191,14.44151,13.8343,13.51123,14.33871,13.7592,13.46918,12.14823,12.36647,12.66531
1237661950814380000,238.1861,238.1861118,8.36454,8.364514723,0.001761917,17.26235,16.84497,16.63737,17.20591,16.74614,16.51776,17.24093,16.79997,16.59583,2.974609,3.258976,3.415969
1237661950815170000,239.9792,239.9792222,7.98786,7.987861947,0.000636779,18.12505,17.71172,17.54751,18.16838,17.6923,17.51739,18.09687,17.68945,17.5169,6.841017,7.454674,7.820498
1237661950816090000,242.072,242.0719094,7.5385,7.538635005,0.008661007,14.07119,13.45292,13.1149,13.76836,13.45292,13.5062,13.99758,13.41127,13.17694,51.80513,50.60117,47.48174
1237661951321570000,169.2544,169.2539565,13.09964,13.09977352,0.0259746,19.88095,19.59014,19.21681,19.856,19.59014,19.10988,19.98141,19.73272,19.2669,2.410348,2.405675,2.524937
1237661951323470000,173.5815,173.5814462,13.322,13.32199493,0.001225898,15.35429,15.11704,14.9938,15.3887,15.11704,14.91412,15.45547,15.17433,14.98248,16.52582,17.1564,17.49469
1237661951324060000,174.9813,174.9812626,13.46723,13.46723361,0.000899187,15.89279,15.38902,15.14194,15.83973,15.3844,15.16318,15.98066,15.55862,15.30332,24.22673,43.76332,22.93764
1237661951324710000,176.4796,176.4795654,13.51619,13.51626446,0.004548552,15.97976,15.31856,14.97931,16.10655,15.41667,15.08672,16.24966,15.57174,15.22851,7.941852,8.0845,8.040461
1237661951348500000,231.9354,231.9353118,9.69912,9.699097334,0.003350001,16.5924,16.2261,16.0589,16.53522,16.17739,16.02585,16.6339,16.23056,16.08603,9.846575,10.21069,10.00636
1237661970103990000,167.0918,167.0917549,5.89061,5.890644668,0.002079393,17.79892,17.54258,17.36802,17.77414,17.53453,17.26811,17.8323,17.6058,17.31932,9.653984,8.981602,9.390645
1237661970106220000,172.1012,172.1011462,6.11785,6.117848645,0.000268673,17.287,17.10213,16.99383,17.17822,17.10213,16.9978,17.29012,17.13347,17.04214,14.72681,14.77853,13.99308
1237661970121810000,208.0235,208.0234895,5.76504,5.765041174,0.000379242,16.89214,16.36281,16.13896,16.81299,16.24092,16.04366,16.8643,16.31773,16.11811,13.45619,13.67279,13.40886
1237661970121940000,208.3326,208.3326408,5.77164,5.77165441,0.003703556,15.94017,15.23027,14.90909,15.98111,15.23027,14.91836,16.17981,15.28936,15.07385,24.43476,25.70364,25.34679
1237661970122080000,208.5813,208.5813337,5.754522,5.75452278,0.000652327,17.89598,17.90706,18.06333,17.91493,17.84098,17.97853,17.93612,17.87619,17.99805,3.131599,3.565064,3.981785
1237661970122210000,208.9301,208.93006,5.78137,5.781368305,0.000547125,15.42876,15.06239,14.89028,15.38849,15.00615,14.77121,15.43697,15.08743,14.87805,14.61488,14.46642,15.55933
1237661970640790000,166.807,166.8071134,6.41168,6.411774941,0.007870662,15.87642,15.46702,15.27358,15.80794,15.33897,15.09543,15.81136,15.34747,15.13719,7.377049,8.562277,9.105944
1237661970644860000,176.1336,176.1336375,6.704015,6.704018425,0.000200021,17.56241,17.3515,17.22932,17.60304,17.3514,17.24048,17.63983,17.41666,17.34438,9.034485,9.103545,9.077067
1237661970645380000,177.4672,177.4671853,6.66774,6.667744976,0.000513983,14.67274,13.90187,13.53163,14.59213,13.90845,13.5365,14.73256,14.0182,13.65149,17.54737,14.65387,14.59942
1237661970646100000,179.0103,179.010269,6.67794,6.677965061,0.001766415,15.79107,15.34695,15.0829,15.68346,15.33217,14.98222,15.69206,15.3244,14.99178,16.58859,15.06878,16.12687
1237661970659270000,209.3735,209.3734652,6.09701,6.097033843,0.001471495,13.66053,12.86048,12.43562,13.57829,12.87423,12.40464,13.43733,12.79111,12.39758,31.96576,31.17869,31.56577
1237661970659270000,209.3244,209.3243662,6.18223,6.182223206,0.000510469,17.18195,16.79646,16.6458,17.41202,16.87881,16.63431,17.46515,16.99946,16.78015,4.303208,5.652792,5.967171
1237661970659400000,209.6033,209.6032988,6.07128,6.071269705,0.00095032,14.69557,13.89392,13.47272,14.68285,13.89938,13.48846,14.52468,13.82299,13.42338,34.47474,32.75322,32.84139
1237661971182380000,177.7063,177.7062462,7.07467,7.074766074,0.005788676,17.98955,17.60756,17.39351,17.99098,17.60758,17.36398,18.07087,17.62121,17.40025,7.609348,7.856967,8.099897
1237661971191560000,198.7516,198.7516661,6.871,6.871069703,0.005097197,18.42279,17.68019,17.33393,18.31151,17.57405,17.27442,18.34323,17.70454,17.40419,8.426813,7.818681,7.285591
1237661971194700000,205.9845,205.9845192,6.703777,6.703777177,0.000499958,17.20089,16.90409,16.75848,17.20856,16.8435,16.70945,17.25268,16.89449,16.75236,7.445915,8.112759,8.803551
1237661971194970000,206.6709,206.6707495,6.654318,6.654239039,0.009265807,16.45725,16.01211,15.82302,16.49072,16.0121,15.77304,16.4995,16.03394,15.78548,13.39638,14.26935,15.99402
1237661971196210000,209.5536,209.553573,6.51818,6.518189228,0.000561219,13.67868,12.82502,12.38236,13.6283,12.84343,12.40675,13.73011,12.91538,12.49343,14.28793,13.43069,13.28062
1237661971196210000,209.542,209.5420198,6.49169,6.491689837,0.001081008,17.74446,17.25807,17.01773,17.76739,17.2521,16.99918,17.73608,17.24148,16.97897,5.982399,6.126769,6.339251
1237661971196210000,209.5861,209.5861096,6.50911,6.509108799,0.00066025,18.01502,17.72604,17.58061,18.03962,17.72604,17.52616,18.07957,17.75519,17.52049,6.823707,7.353543,7.660761
1237661971196280000,209.644,209.6440384,6.57407,6.574074662,0.000370395,17.08271,16.34645,16.16779,17.06722,16.34645,16.17885,17.11182,16.35493,16.17932,10.07231,10.00496,9.914341
1237661971196280000,209.6806,209.6805774,6.500959,6.500957912,0.000304279,18.30322,17.73171,17.44551,18.24429,17.6152,17.31059,18.25609,17.64131,17.34644,6.545326,7.067673,7.502971
1237661971196540000,210.2187,210.2186841,6.48637,6.48636787,0.000636533,15.71229,15.35132,15.16716,15.59906,15.22658,14.98626,15.63759,15.25455,15.05218,14.51767,14.13628,15.27533
1237661971715910000,170.0304,170.0304248,7.33573,7.335779756,0.003138835,16.68126,16.25314,16.06779,16.68822,16.21903,16.06013,16.68841,16.23074,16.04198,6.911752,7.50366,7.105278
1237661972255930000,177.1781,177.1780591,8.04649,8.046507072,0.001071433,17.70214,17.33,17.21987,17.5668,17.28132,17.11122,17.70205,17.36644,17.29106,13.12097,12.33789,12.3058
1237661972268580000,206.3591,206.3590772,7.609723,7.609718571,0.000527697,17.72643,17.40258,17.20682,17.69443,17.40257,17.19587,17.74043,17.53078,17.25344,10.89084,11.33608,11.11327
1237661972269890000,209.4676,209.4675864,7.4135,7.413496767,0.002060219,15.94923,15.11456,14.74049,15.85264,15.00583,14.72037,15.90013,15.07807,14.75111,11.29403,11.31645,9.883177
1237661972269890000,209.4843,209.4845542,7.433583,7.433325908,0.023657267,22.3051,15.02372,24.36164,22.78885,14.88388,24.3618,29.79406,14.99622,28.59423,0.08230636,24.09201,2.970082
1237661972788340000,166.9866,166.9861881,8.00078,8.001349357,0.041591516,14.65958,14.13928,13.87972,14.55198,14.13928,13.85095,14.71425,14.12684,14.09633,36.40546,41.49085,32.97146
1237661972791820000,174.9694,174.9693661,8.32542,8.325417418,0.000594728,17.76194,17.57886,17.498,17.87823,17.66579,17.49566,17.9523,17.72219,17.61114,3.041615,3.203874,3.408201
1237661972807020000,209.9814,209.9813595,7.747268,7.747256717,0.000870689,16.5186,16.19625,16.04355,16.43506,16.07206,15.92334,16.48879,16.11187,15.95331,11.94462,12.63554,12.44972
1237661972807280000,210.5733,210.5732898,7.68417,7.684164181,0.000866998,14.15024,13.31511,12.93592,14.2228,13.31702,12.92694,14.09462,13.2196,12.85856,27.4051,27.7319,27.831
1237661972807610000,211.3517,211.3516717,7.61061,7.610603042,0.002614533,17.43728,17.11393,16.93568,17.39257,17.00341,16.75146,17.44663,17.0358,16.81956,3.851626,4.298966,4.696679
1237661975479120000,198.1386,198.1386835,7.18428,7.18428903,0.003458224,14.84278,14.41115,14.20873,14.8533,14.4111,14.21385,15.03993,14.53205,14.40286,24.22308,25.50229,24.08091
1237661975479450000,198.7685,198.7685185,7.163433,7.163431088,0.001250705,17.22755,16.83522,16.61207,17.11105,16.76318,16.6534,17.26433,16.89981,16.75313,15.97674,15.01006,14.42134
1237662197751800000,239.1535,239.153532,6.19406,6.194057343,0.001709193,16.70678,16.3119,16.08044,16.61601,16.23248,16.00881,16.90366,16.38719,16.3813,20.9099,21.80947,21.18767
1237662198276480000,211.3346,211.3346145,10.41471,10.41469369,0.000942803,17.7057,17.808,17.86715,17.52552,17.808,18.25243,17.64713,17.73699,17.9291,8.219752,8.686175,8.302092
1237662198282190000,224.3622,224.3621638,8.954701,8.95469891,0.000261524,16.95697,16.70053,16.55286,16.87244,16.57405,16.38173,16.96146,16.66333,16.48001,7.540809,7.954041,8.360873
1237662198813360000,211.2576,211.2575839,11.01188,11.01187661,0.000199129,14.90205,14.40437,14.15115,15.14623,14.67925,14.42519,15.40254,14.90532,14.82451,28.20395,28.07788,27.06302
1237662198813750000,212.2059,212.2059065,10.79594,10.79593808,0.000654865,16.0414,15.72329,15.59506,16.03248,15.69969,15.55902,16.05647,15.73471,15.60156,7.500882,7.632123,7.538173
1237662198823250000,234.0461,234.0461022,7.85696,7.856956996,0.000612288,18.23055,17.95466,17.81532,18.1574,17.84877,17.72826,18.1894,17.89342,17.76315,3.830108,3.94987,4.063149
1237662198823320000,234.194,234.1940668,7.83358,7.833590342,0.004004629,16.5207,16.1451,15.97258,16.49468,16.1451,15.97208,16.45823,16.12659,15.9743,8.737052,8.63112,8.764773
1237662198825870000,239.9811,239.981085,6.88408,6.884084792,0.000458109,17.78602,17.48004,17.33544,17.80078,17.48003,17.36127,17.88567,17.52991,17.48038,9.483909,10.27891,9.277395
1237662198826070000,240.4515,240.4515086,6.838471,6.838487187,0.00094851,17.68603,17.296,17.34485,17.67058,17.29598,17.38441,17.81182,17.39629,17.74789,13.69905,15.07908,11.35419
1237662198826200000,240.6996,240.6996388,6.875186,6.875188435,0.000455437,17.89699,17.51565,17.37591,18.39057,17.78512,17.66068,18.39592,17.8792,17.72327,8.360623,8.453522,8.909037
1237662199350160000,211.2061,211.2061232,11.39551,11.39550769,0.00045436,14.57986,13.79991,13.42064,14.56515,13.7999,13.42626,14.60868,13.84149,13.45677,11.43832,11.00396,11.14102
1237662199353240000,218.2884,218.2883937,10.51081,10.51079189,0.001508752,13.47749,12.80613,12.48878,13.46412,12.85223,12.54807,13.41921,12.79708,12.51917,12.23832,12.18637,12.3426
1237662199359600000,233.0035,233.0034852,8.63317,8.633154106,0.001102026,17.06869,16.66231,16.51701,17.05734,16.65041,16.51509,17.08067,16.67599,16.5366,8.78628,8.979925,8.61937
1237662199363330000,241.35,241.3501739,7.07803,7.0782686,0.016479938,16.21951,15.82399,15.54412,16.14391,15.82395,15.45241,16.15079,15.79636,15.45361,15.40938,14.79126,16.50423
1237662199887030000,211.2036,211.2035661,11.69859,11.69859732,0.000264118,16.89919,16.70156,16.63493,17.05649,16.76042,16.63361,17.07969,16.83398,16.72844,2.94995,3.560772,3.781886
1237662199887030000,211.2933,211.2933169,11.77137,11.77136763,0.000744398,16.30398,15.78247,15.53054,16.40675,15.78247,15.48169,16.50251,15.93094,15.67123,6.930269,7.785932,7.830744
1237662199887160000,211.527,211.5270448,11.78884,11.7888314,0.000441414,15.34666,14.90853,14.69754,15.1398,14.73075,14.52825,15.24658,14.84553,14.63085,25.25549,25.18612,25.45518
1237662199887420000,212.0845,212.0843752,11.60858,11.60860872,0.005134578,17.71712,17.45094,17.32784,17.67082,17.45095,17.35756,17.72537,17.51268,17.41019,6.24125,6.020122,6.007783
1237662199888800000,215.3477,215.3476343,11.27079,11.27079159,0.001296953,15.60368,15.20252,15.02704,15.55518,15.13948,14.98626,15.67256,15.22547,15.16494,21.29187,22.53181,20.44278
1237662199888870000,215.5039,215.5039087,11.38056,11.38055879,0.000758604,17.53096,16.87289,16.56291,17.50764,16.83229,16.46587,17.54074,16.84923,16.46731,7.756163,7.882733,8.419345
1237662199888930000,215.6282,215.628235,11.30488,11.30487775,0.000143722,14.80338,13.9748,13.55643,14.78677,13.97478,13.55578,14.84906,14.01489,13.587,8.332006,8.030325,8.062995
1237662199895810000,231.5232,231.5231767,9.204145,9.204160084,0.002928599,15.21801,14.76185,14.57384,15.08536,14.75238,14.59114,14.99332,14.70553,14.5294,37.38357,30.72816,26.09565
1237662199897260000,234.7262,234.7261848,8.593712,8.593713559,0.000688321,16.70015,16.33144,16.15854,16.70112,16.33145,16.16678,16.71652,16.34937,16.23852,11.9416,11.90897,11.64514
1237662200423710000,210.791,210.7910469,12.1704,12.17040732,0.000348054,16.00564,15.64989,15.45948,15.98994,15.64987,15.4648,15.99597,15.67796,15.51093,8.853454,8.937095,9.052316
1237662200423710000,210.8663,210.8662984,12.16254,12.16254245,0.00024642,17.80938,17.53866,17.43076,17.8004,17.53867,17.43897,17.87071,17.58708,17.51525,4.509926,4.516269,4.564588
1237662200423840000,211.1696,211.1696062,12.14395,12.14396292,0.000968283,17.24943,16.86892,16.66359,17.1783,16.83677,16.69767,17.23996,16.93027,16.7831,10.75006,9.960723,9.133461
1237662200423970000,211.4268,211.426805,12.07408,12.0740847,0.001012534,17.13769,16.8668,16.73026,17.15471,16.86681,16.76234,17.15155,16.91479,16.87498,9.543842,9.811808,9.035163
1237662200437210000,241.8042,241.8041462,7.97899,7.978999151,0.000693384,13.64997,12.9787,12.62806,13.53342,13.00503,12.69725,13.59916,13.02395,12.69911,37.22519,35.98066,35.60222
1237662236398250000,197.882,197.881886,8.74319,8.743206158,0.007054727,15.02324,14.54273,14.23551,14.98346,14.52791,14.15653,14.97328,14.44756,14.16735,17.41397,17.51928,17.67347
1237662236401200000,204.6277,204.6276974,8.442322,8.442321146,0.00020751,15.69585,15.35549,15.23085,15.68995,15.35549,15.28178,15.88927,15.52541,15.37399,23.10115,43.7709,23.16344
1237662236403490000,209.9379,209.9378708,8.141178,8.141146406,0.001922979,16.2071,15.56328,15.24965,16.01891,15.38769,15.06667,16.09265,15.43778,15.12355,8.098835,8.74949,8.956033
1237662236403760000,210.5543,210.5543153,8.03711,8.037102811,0.000574119,13.15301,12.28839,11.85694,13.16472,12.29157,11.85096,13.23233,12.35577,11.92195,25.53765,25.07801,25.53954
1237662236403760000,210.5636,210.5635498,8.006394,8.006389982,0.000319866,18.41752,17.74924,17.46144,18.27943,17.61036,17.30246,18.32458,17.66389,17.36176,8.004794,8.223419,7.750963
1237662236409850000,224.5366,224.5366444,6.74653,6.746543679,0.004196322,17.9623,17.68105,17.58396,18.00725,17.68105,17.55232,18.0603,17.69152,17.5704,8.157152,9.060534,9.357548
1237662236409920000,224.6577,224.6577249,6.775158,6.775149531,0.000800333,15.73484,15.36019,15.19146,15.66302,15.29789,15.15681,15.6973,15.31532,15.17844,13.10595,13.23312,12.8788
1237662236937740000,203.9397,203.9397235,8.96907,8.96915547,0.005333936,21.03901,20.63201,20.36489,21.07476,20.63201,20.32936,21.24039,20.79282,20.50093,1.375932,1.400678,1.372493
1237662236940500000,210.2872,210.287194,8.58369,8.583695574,0.000542314,14.91036,14.04171,13.60832,14.86314,14.06094,13.63085,14.97981,14.1438,13.72112,7.296861,6.620173,6.449407
1237662236940820000,211.0536,211.0535925,8.517225,8.517223841,0.000694539,16.80533,16.22879,15.95994,16.69764,16.05625,15.77823,16.74012,16.14258,15.85498,5.919858,6.406863,6.479477
1237662236952360000,237.3604,237.360392,5.571223,5.571220436,0.000348019,18.18769,17.75229,17.55329,18.13555,17.65245,17.46393,18.20944,17.72836,17.56269,4.346364,4.625929,4.392554
1237662237472190000,198.2962,198.2961465,9.6796,9.679673225,0.004679099,15.75051,15.23223,15.08855,15.98126,15.23223,15.19507,15.91379,15.13284,15.42108,36.43199,47.4525,27.7294
1237662237477240000,210.0608,210.060402,8.9675,8.967052117,0.037219414,14.85919,14.11363,13.72364,14.68145,13.97669,13.55917,14.70943,14.01416,13.65633,25.81604,23.80064,22.6957
1237662237477300000,210.1371,210.1371257,8.994931,8.994899784,0.00198129,18.17414,17.74554,17.43115,18.18907,17.74554,17.37885,18.2108,17.75859,17.41868,11.80736,12.06555,11.99538
1237662237477760000,211.1973,211.1972227,8.800922,8.800933799,0.00178008,14.38917,13.93776,13.75639,14.31561,13.95262,13.73738,14.49806,14.10262,13.94234,42.82846,68.30264,39.49879
1237662237479460000,215.1855,215.1855492,8.62663,8.626631729,0.000177054,16.40314,16.05903,15.91675,16.39862,16.05903,15.91457,16.50612,16.14094,16.00325,18.10708,17.51893,18.03204
1237662237487330000,233.1869,233.1868887,6.510828,6.510822092,0.001038709,17.91407,17.54885,17.4389,17.90062,17.52869,17.40714,17.94891,17.57305,17.46727,7.738441,8.007839,7.532737
1237662237489430000,237.9631,237.9633536,5.97367,5.973873969,0.018573261,16.31514,16.00021,15.86688,16.33667,16.00021,15.86541,16.29395,15.97752,15.81724,7.48647,7.79346,8.055933
1237662237490610000,240.6251,240.6250891,5.67192,5.67191711,0.00197599,16.20421,15.73942,15.52001,16.22002,15.73942,15.50999,16.24241,15.76505,15.54822,13.2558,13.47463,13.88269
1237662238014300000,210.4786,210.4786187,9.378879,9.37888166,0.000285553,17.22225,16.91691,16.72202,17.11801,16.78136,16.5683,17.1753,16.85329,16.63605,9.528787,9.20082,9.582775
1237662238014430000,210.8138,210.8137576,9.42916,9.429152472,0.001501092,17.63688,17.26758,17.08773,17.62968,17.20308,17.06866,17.62596,17.22556,17.0695,9.214957,9.693931,9.651368
1237662238014630000,211.2751,211.2750764,9.33917,9.33916577,0.001468288,16.20413,15.75613,15.4844,16.08905,15.65086,15.35121,16.26328,15.77984,15.47043,24.75523,43.76783,27.09595
1237662238553070000,214.9364,214.9363403,9.36248,9.362613539,0.008449747,14.86381,14.32497,14.1445,14.49832,14.32497,13.875,14.43419,14.03442,13.91903,51.02615,50.95503,45.49663
1237662238556550000,222.8867,222.8867365,8.599965,8.599962595,0.000770057,17.17611,16.82717,16.67733,17.1837,16.82718,16.67587,17.23629,16.88859,16.7303,5.92319,6.139719,6.092803
1237662238559170000,228.9663,228.966309,8.048088,8.048084471,0.000910868,17.84393,17.44051,17.26506,17.84483,17.37954,17.19131,17.81911,17.36448,17.17337,6.544114,6.494363,6.897664
1237662238562510000,236.5405,236.5405164,6.89847,6.898469669,0.000654492,15.20645,14.75659,14.60818,15.19392,14.75584,14.67672,15.32176,14.87495,14.90355,26.19931,26.10165,24.28767
