objid,myRA,SDSS_RA,myDEC,SDSS_DEC,distance,modelMag_g,modelMag_r,modelMag_i,cModelMag_g,cModelMag_r,cModelMag_i,petroMag_g,petroMag_r,petroMag_i,petroRad_g,petroRad_r,petroRad_i
1237658300604740000,151.5196,151.5195543,7.135159,7.135150975,0.000655606,18.98503,18.71405,18.556,18.81339,18.47533,18.35694,18.88619,18.67163,18.64289,7.863615,6.793898,6.372529
1237658300598450000,137.045,137.0442467,5.92778,5.927489315,0.048123525,20.84749,20.37525,20.31946,20.98859,20.37525,20.32485,21.18063,20.49003,20.45273,2.14646,2.254045,2.215594
1237658300598120000,136.3021,136.3022938,5.86811,5.868041535,0.013509343,17.15103,16.67558,16.49899,17.08129,16.67558,16.57222,17.29253,16.76497,16.93295,18.30972,17.99371,15.86508
1237658300068720000,153.4481,153.4481299,6.896054,6.895985568,0.004106482,18.81815,18.69566,18.40851,18.37042,18.69564,18.39223,18.54704,18.71574,18.45188,11.65622,7.296835,8.406285
1237658300058630000,130.3828,130.3826959,4.98034,4.980939076,0.036192649,13.72633,13.188,12.89157,13.72246,13.18786,12.88207,13.7115,13.15714,12.86052,27.7109,28.23521,28.99938
1237658300058100000,129.0911,129.0911209,4.77342,4.773423868,0.000366648,19.84478,20.00766,19.89558,19.81632,20.00766,19.88963,19.87087,20.09222,20.05274,1.349502,1.221025,1.147238
1237658300056600000,125.7474,125.7474029,4.27646,4.276458683,0.003010905,14.55693,13.78837,13.30857,14.48093,13.7975,13.24357,14.6277,13.89774,13.39749,11.106,9.183509,11.08882
1237658299524510000,136.6271,136.6271155,5.186354,5.186355979,0.000347281,18.10928,17.80835,17.66884,18.37482,17.94625,17.85604,18.43548,18.0455,17.90911,3.180294,3.315836,3.121619
1237658299523720000,134.8377,134.8376773,4.942,4.942046945,0.003350768,21.44173,20.98158,21.16047,21.4099,20.98158,20.93906,21.57003,21.18437,21.17128,1.696528,2.969559,1.683344
1237658298454700000,145.7591,145.759109,5.02903,5.029066576,0.002841531,17.86221,17.55532,17.42885,17.8499,17.54197,17.38992,17.87302,17.4703,17.42427,15.92116,17.18199,18.36704
1237658297917760000,145.579,145.5789077,4.68939,4.689393339,0.003386014,18.29047,17.70043,17.54663,18.23973,17.63776,17.58981,18.30233,17.69251,17.63999,6.655893,6.746245,5.783525
1237658297917760000,145.5478,145.5478345,4.67314,4.673146339,0.000392471,13.87626,12.96335,12.58509,13.71771,12.96315,12.59022,13.41948,12.60849,12.30474,45.91036,45.81361,41.6493
1237655745098670000,239.0108,239.0108611,5.456181,5.456186223,0.002569908,19.38611,19.06532,18.88854,19.00908,19.3364,19.13196,18.59257,18.46016,18.22149,10.6603,10.24526,11.013
1237655744552820000,218.3404,218.3398977,6.87806,6.877618801,0.041007891,14.84871,14.3768,14.15938,14.78892,14.3768,14.18331,14.89383,14.46402,14.3412,28.32351,27.10385,25.86278
1237655744016810000,220.3092,220.3092082,6.201587,6.201582196,0.00119473,18.66466,18.27647,18.27943,18.64909,18.27647,18.3441,18.87023,18.35484,18.52148,9.010487,10.62312,8.358628
1237655743487080000,236.6065,236.6062876,4.42764,4.427584448,0.013501668,23.29574,24.14161,25.25543,21.91079,24.69365,24.3618,21.9938,29.2906,28.96352,2.969787,2.969924,2.970114
1237655742947650000,230.7538,230.7535931,4.52944,4.529777596,0.022421535,15.4457,14.73123,14.49438,15.44499,14.73123,14.52376,15.45902,14.88774,14.67806,24.89783,19.5772,20.45933
1237655126630660000,209.3482,209.3483048,5.57367,5.573750715,0.007654764,15.91269,15.32914,14.98191,15.89238,15.32914,14.95201,15.97335,15.33081,14.92908,27.04295,26.97248,29.20929
1237655126630070000,207.9288,207.9287857,5.44652,5.446513152,0.000412071,15.91368,15.3552,15.0655,15.89649,15.3552,15.05825,15.94642,15.4088,15.12587,15.41033,14.86151,14.75637
1237655126093720000,209.05,209.0499297,5.01447,5.014860762,0.023845891,12.70106,11.83447,11.4386,12.78578,11.95461,11.63597,12.45399,11.66527,11.31933,59.76228,57.60224,55.42191
1237655126093330000,208.246,208.2459176,5.118616,5.118575199,0.003357986,18.26733,17.95315,18.00149,18.20289,17.95313,18.04696,18.2997,18.04949,18.0459,9.859641,9.262265,9.515665
1237655126089790000,200.1347,200.1346405,5.40687,5.407028898,0.010280276,21.02381,21.189,21.11468,21.07332,21.189,21.09155,21.1855,21.32182,21.23422,1.383722,1.397894,1.37904
1237655126088020000,196.045,196.0450342,5.486988,5.486985133,0.000603195,18.55446,18.25412,18.13187,18.47603,18.11043,17.96029,18.52836,18.17744,18.02884,3.020028,3.23707,3.384966
1237655126080150000,177.9551,177.9552327,5.531414,5.531471683,0.010726634,18.62103,18.16179,17.89684,18.61678,18.16179,17.83639,18.69597,18.26049,17.94883,7.429594,6.862069,7.907672
1237655125019780000,208.6398,208.6401381,4.24299,4.242218312,0.050876625,21.73863,21.67059,22.1505,21.79576,21.67059,22.2472,21.9299,21.82502,22.41178,1.673359,1.498692,1.350676
1237655125019060000,206.9894,206.9893519,4.31406,4.314055545,0.000809674,18.23699,17.65639,17.39525,18.14406,17.64078,17.33449,18.15814,17.6471,17.3117,12.85087,11.42488,13.14346
1237655125002680000,169.3757,169.3757391,4.55557,4.555579605,0.00069388,12.64033,12.0413,11.84225,12.69964,12.0413,11.81902,12.74583,12.13384,11.9084,25.21918,25.71743,25.49925
1237655125002610000,169.3645,169.3625501,4.60444,4.601239835,0.223309428,20.39009,20.28573,20.27309,20.52302,20.28573,20.06992,20.63848,20.39245,20.17937,2.31723,2.53633,2.871492
1237655125002550000,169.1446,169.1445608,4.415417,4.415415127,0.000113053,19.92464,19.61001,19.3608,17.74144,19.69287,19.411,19.65182,19.58493,19.36914,43.76828,2.96994,2.969944
1237655124478850000,199.372,199.3719225,4.0597,4.059807797,0.007730975,17.88625,17.55655,17.36471,17.8513,17.55655,17.44474,18.0437,17.65228,17.75523,2.969697,16.69984,15.64639
1237655124476490000,193.954,193.9540287,4.30411,4.304149456,0.004523329,12.51346,11.83276,11.52522,12.39806,11.88231,11.62632,12.38712,11.83889,11.53826,39.93761,40.6773,38.81504
1237655124465410000,168.48,168.4800272,4.105227,4.105226899,6.19E-05,16.06357,15.76932,15.6795,16.03858,15.71285,15.60357,16.0215,15.71493,15.615,11.59429,11.71259,12.06629
1237654881812870000,219.7962,219.7961634,5.36348,5.363469912,0.000842937,11.88291,11.07917,10.65786,11.87131,11.07922,10.63764,12.27434,11.46855,11.03295,31.09385,31.37845,31.81414
1237654881803040000,197.218,197.218042,5.996972,5.996981899,0.000715681,17.60394,17.31319,17.12968,17.51115,17.21362,17.00456,17.62121,17.29817,17.07009,15.85776,16.83372,17.60624
1237654881277440000,223.1808,223.1808231,4.604639,4.60463935,0.000530046,17.73102,17.44174,17.33871,17.76719,17.44182,17.34704,17.95827,17.59032,17.75773,13.54317,14.49166,12.9001
1237654881272790000,212.4069,212.4068542,5.09627,5.09627599,0.001325402,16.07689,15.6541,15.46536,16.11048,15.65409,15.4234,16.16146,15.69964,15.57911,18.14839,18.91032,18.81999
1237654881271080000,208.5469,208.5469367,5.22744,5.227474647,0.002086388,13.80078,13.22057,12.87321,13.76366,13.22058,13.02437,13.7672,13.25997,12.88814,57.43138,106.7396,53.60078
1237654880729300000,197.277,197.2794888,5.24311,5.248186598,0.339940961,19.1797,17.82818,17.30074,19.17933,17.82818,17.29778,19.28797,17.889,17.33117,1.660944,1.278354,1.198539
1237654880201210000,217.3892,217.3891615,4.17037,4.170336444,0.004919848,18.09085,17.59823,17.46626,18.04568,17.56025,17.56667,18.08065,17.60009,17.53825,10.99612,11.43238,9.548412
1237654880194390000,201.7091,201.7090628,4.675821,4.675814321,0.000890861,19.428,19.17205,19.08332,19.43576,19.17205,19.11354,19.5571,19.24984,19.21401,4.432887,4.207328,4.368786
1237654879117240000,193.9559,193.9563006,4.01279,4.011658215,0.072612186,15.37067,14.85555,14.56981,15.39641,14.86695,14.57287,15.40597,14.8388,14.59333,41.24512,42.61848,40.67849
1237654606934760000,156.4432,156.4430233,5.65347,5.653709872,0.017042408,21.51834,21.31973,21.18934,21.48498,21.31973,21.20041,21.63329,21.46782,21.34967,1.362529,1.407981,1.423545
1237654606401500000,164.6829,164.6828927,5.393421,5.393428385,0.001065235,19.09677,18.82586,18.80042,18.08504,18.52798,18.92402,18.50715,18.64493,21.28713,2.970037,27.92678,8.090083
1237654605858270000,150.1333,150.1342258,4.40707,4.407065492,0.056251778,14.35044,13.88037,13.52447,14.29628,13.87444,13.52344,14.34046,13.85569,13.56939,21.51014,19.04317,18.94695
1237654605857680000,148.8253,148.8252536,4.27002,4.270017855,0.000209871,12.95238,12.33823,12.1291,12.86642,12.28594,12.05333,12.73365,12.16708,11.98939,40.0391,39.49321,38.9094
1237654605857220000,147.7462,147.7462715,4.27222,4.27298405,0.045859711,22.33361,21.10609,21.10358,22.40267,21.1061,21.09049,22.61001,21.26748,21.26627,1.290228,1.352145,1.377755
1237654605855720000,144.348,144.3479324,4.09851,4.098593855,0.005672217,18.18594,17.85114,17.72951,18.13,17.85114,17.80343,18.27156,17.94227,17.92455,9.791913,10.1435,9.478176
1237654605330310000,170.5461,170.5461082,4.66156,4.66155594,0.00117015,17.58613,17.00004,16.70353,17.5251,16.99713,16.69597,17.56116,16.98454,16.68461,14.27682,14.36746,14.44765
1237654605326970000,162.8967,162.8963822,4.58306,4.583112217,0.017349396,21.49987,20.98037,24.34628,21.52092,20.98394,20.47881,21.80552,21.17878,20.97014,1.016258,0.9456686,0.9827211
1237654605324480000,157.2003,157.2002949,4.23475,4.234752188,0.00045733,15.99378,15.79799,15.74852,15.99054,15.76609,15.69361,15.99042,15.77602,15.71914,6.197896,6.453954,6.558608
1237654601566780000,157.8054,157.8038752,4.47253,4.472181022,0.095631057,20.58697,20.24704,20.017,20.68078,20.24702,20.10295,20.85061,20.38629,20.25479,1.766919,1.757769,1.589457
1237654601565270000,154.2876,154.2878081,4.34431,4.344433521,0.015408174,20.61351,20.49312,20.31542,20.6817,20.49312,20.36377,20.81811,20.67169,20.50515,1.899796,1.888416,1.811992
1237654601565070000,153.8122,153.8122338,4.29186,4.291863031,0.000442253,16.33816,15.90481,15.66594,16.23518,15.90481,15.64012,16.39705,15.89321,15.79474,20.8662,21.25414,20.29359
1237654601032400000,163.4899,163.4898784,4.258948,4.258957557,0.000844346,18.21665,17.80913,17.56603,18.11362,17.80914,17.61078,18.19474,17.88937,17.8745,12.63505,13.93425,12.53804
1237651823244470000,211.977,211.9769986,5.012362,5.012375614,0.000928831,18.42565,18.06125,17.90677,18.37681,18.06127,17.96241,18.45105,18.16566,18.1589,8.130506,7.610427,6.813177
1237651822710550000,218.6633,218.6632659,4.26278,4.261728492,0.063218493,20.3432,19.9854,20.01793,20.25006,19.9854,19.97774,20.35421,20.11889,20.12367,2.079212,2.072006,2.045818
1237667782814920000,137.344,137.3439961,15.79616,15.79616538,0.001048729,14.47187,13.71778,13.4409,14.34868,13.71776,13.52454,14.43477,13.73852,13.51811,19.0908,16.69188,15.42597
1237667782814920000,137.3368,137.336787,15.7965,15.79637868,0.007355146,17.58017,17.22284,16.97667,17.47723,17.13068,16.78822,17.50263,17.13565,16.8335,7.462694,7.575092,7.890338
1237667782854700000,232.9128,232.912758,15.59247,15.59158592,0.053100455,15.84081,15.53627,15.39423,15.82358,15.53627,15.40896,15.86847,15.55315,15.53097,21.88145,22.66693,19.34006
1237667783344250000,120.4145,120.414491,10.73272,10.73271921,0.000101828,15.07478,14.30554,13.92694,15.10532,14.29919,13.93444,15.06592,14.28473,13.91233,14.51096,15.01036,15.19012
1237667782806600000,118.9278,118.9277965,9.631073,9.631089963,0.001141564,17.9664,17.78959,17.79899,17.98448,17.78961,17.81203,17.98076,17.80689,17.7943,7.120729,6.974224,6.915352
1237667783392750000,235.72,235.7200258,15.17525,15.17522962,0.001617686,16.36794,15.89115,15.66936,16.37757,15.89115,15.68398,16.39337,15.88721,15.72035,10.25269,10.68135,10.31081
1237667781782400000,235.8247,235.8247528,13.79739,13.79734062,0.005340782,20.79365,22.44742,24.24358,18.28932,22.43815,24.23958,19.92449,22.56048,24.32062,7.04581,1.484352,2.969884
1237667783394130000,238.7419,238.7418561,14.26759,14.26758877,0.000254706,18.95372,18.67614,18.55078,18.93563,18.67613,18.61444,19.15832,18.73018,18.9304,8.578229,8.540261,7.353526
1237667783887290000,133.9392,133.9391204,15.67435,15.67438518,0.007151583,17.94089,17.54564,17.34958,17.89323,17.54564,17.36181,18.00541,17.67877,17.50833,11.5368,11.06624,10.71924
1237667783929430000,235.3767,235.3768387,15.78767,15.78767249,0.010130557,13.40374,12.58772,12.14541,13.33895,12.6231,12.1775,13.33263,12.59111,12.15707,26.68284,25.4503,25.5943
1237667783929880000,236.4526,236.4523657,15.51648,15.51615017,0.023091999,20.41627,20.16318,20.06157,20.48639,20.16316,20.08354,20.61939,20.27572,20.21236,2.060158,2.061557,1.988924
1237668270837400000,231.9383,231.9381444,12.96789,12.9676667,0.015226337,17.74849,17.32074,17.28358,17.74715,17.32074,17.36537,17.89281,17.38546,17.58782,16.10031,27.92019,13.29296
1237668270838570000,234.6249,234.6247311,12.18661,12.18658339,0.008759396,17.4917,16.5911,16.17254,17.54466,16.5911,16.167,17.64645,16.67858,16.26611,1.481509,1.496419,1.485184
1237668270839030000,235.6921,235.6920647,12.06037,12.06036112,0.00035717,17.29902,16.92268,16.74519,17.16862,16.85388,16.62465,17.10658,16.80285,16.58529,10.50685,10.6537,10.49322
1237668270842240000,242.8733,242.8732413,10.01939,10.01937435,0.001407395,18.05745,17.57358,17.38707,18.23523,17.65511,17.44476,18.27862,17.74932,17.5414,3.523446,3.854786,3.670495
1237667781196710000,120.8911,120.8911002,9.125467,9.125170367,0.017920945,22.53181,20.62727,21.65951,23.07561,20.62728,21.63237,23.2219,20.72476,22.12575,1.400634,2.908657,1.685171
1237668270842640000,243.7146,243.7145038,9.673321,9.673334688,0.00307368,16.7566,16.25747,16.11952,16.75044,16.25758,16.12481,16.8282,16.33281,16.25372,18.12485,19.31499,18.54864
1237668271913500000,237.4456,237.4456141,12.39934,12.39931351,0.00222732,14.28527,13.58244,13.25619,14.27648,13.58243,13.23594,14.19202,13.52802,13.19611,14.88543,14.07058,14.09517
1237668271916180000,243.5329,243.532902,10.73296,10.7329547,0.000705781,15.81598,15.43805,15.27013,15.92514,15.47263,15.22333,15.94123,15.54315,15.34426,3.949979,4.607167,5.046721
1237668271917040000,245.3876,245.3875591,9.997857,9.99780683,0.005367258,17.58763,17.26539,17.12376,17.56698,17.26537,17.14162,17.63125,17.32014,17.24577,7.601767,8.095491,7.766847
1237668272449060000,234.653,234.6530131,13.51757,13.51746973,0.006281849,20.26931,19.91506,19.87659,20.33613,19.91508,19.88932,20.48409,20.02844,19.67445,1.748927,1.685181,1.712635
1237668272450500000,237.9364,237.9363708,12.74235,12.74234152,0.001020762,15.32879,14.79184,14.5142,15.25611,14.77425,14.49859,15.26892,14.78979,14.5005,16.48363,15.25845,15.15702
1237668272451870000,240.9416,240.9416528,11.74219,11.74217821,0.00137624,21.73543,18.34486,17.92101,21.593,18.34486,17.7908,21.79887,18.40513,17.77283,0.6085892,2.64471,3.389644
1237668272453770000,245.2232,245.2231645,10.56379,10.56386246,0.006129726,17.5273,17.38782,16.94009,17.4578,17.38781,16.93093,17.40118,17.10729,16.87097,12.43446,11.22016,11.113
1237667730730320000,120.4424,120.4423862,9.953597,9.953595664,0.000263117,16.58484,16.24076,16.11346,16.89377,16.39713,16.23186,16.95631,16.52651,16.35938,8.41759,9.6866,10.13414
1237668288008350000,151.7804,151.7803425,15.98444,15.9845368,0.007553749,22.65381,23.56883,24.3618,22.65375,23.37902,24.3618,22.83489,23.54188,24.36188,1.057726,1.040764,2.969697
1237668288540040000,139.7314,139.7313207,13.82015,13.82013826,0.00198881,16.97336,16.47417,16.29003,16.9714,16.47417,16.28104,17.02462,16.48869,16.32941,17.33273,18.88757,18.79374
1237668288540110000,139.9096,139.9095512,13.85343,13.85341961,0.001615744,16.665,16.32848,16.11777,16.54888,16.28866,16.05031,16.65318,16.38794,16.1235,15.948,13.99074,14.88387
1237668289076980000,139.7317,139.7314281,14.30492,14.30487316,0.014581396,15.93549,15.48499,15.24656,15.6953,15.30851,15.03216,15.80958,15.36219,15.15716,15.65121,15.21769,14.63986
1237668289077960000,141.9815,141.9815409,14.76652,14.76650023,0.001294762,17.30169,16.94681,16.79273,17.3149,16.91334,16.74619,17.29511,16.89574,16.73713,6.70862,7.097906,7.362433
1237667537456390000,118.4535,118.4534917,10.14815,10.14814983,8.18E-05,16.74971,16.47333,16.35929,16.68194,16.34857,16.17613,16.70546,16.38321,16.24037,4.620157,5.332373,5.779274
1237668289080190000,147.0845,147.0845272,15.84856,15.84856886,0.000469971,18.21733,17.81796,17.56724,18.20197,17.81797,17.53306,18.23004,17.8205,17.45526,6.206627,5.990587,6.727077
1237668310554180000,236.4332,236.433511,12.51058,12.51047601,0.0194212,16.36671,15.9289,15.69299,16.07316,15.9289,15.59356,16.21763,15.7941,15.6761,43.76559,43.77259,26.13263
1237668310556270000,241.1699,241.1698977,11.04099,11.0409826,0.000613937,16.84399,16.38938,16.20135,17.27291,16.67501,16.46392,17.34733,16.79853,16.57785,7.61839,8.466927,8.676586
1237668310556340000,241.3007,241.3006788,11.04169,11.04170587,0.001683165,17.57326,17.00354,16.87437,17.59251,17.00354,16.83819,17.63778,17.03195,16.78407,14.07416,27.92456,16.1128
1237667293716610000,117.5915,117.5914607,11.80558,11.80557771,0.000143614,16.73211,16.50197,16.44478,17.19935,16.84078,16.97056,17.39293,17.2581,17.17142,17.21602,27.93188,14.27447
1237668310556670000,242.1126,242.1126426,10.89604,10.8960122,0.001812833,17.56637,17.06966,16.86959,17.57355,17.06966,16.93099,17.66863,17.19949,17.12974,12.35466,12.25738,11.33308
1237668310557390000,243.6361,243.6360637,10.346,10.34599734,0.000265048,18.09901,17.70823,17.53521,18.05754,17.60459,17.4383,18.06045,17.63438,17.45936,5.614167,6.080624,5.989129
1237668311092360000,239.5332,239.5332388,12.07029,12.07028833,0.000312882,13.88433,13.17676,12.80526,13.79277,13.24747,12.90457,13.83188,13.25222,12.94145,28.02799,25.94252,25.97877
1237668311627130000,234.8976,234.8975855,13.66658,13.66657907,0.000262377,16.69434,16.3867,16.21405,16.80948,16.3867,16.19153,16.85019,16.41111,16.22622,8.709363,10.33154,10.60687
1237667255598640000,117.8592,117.8591187,14.02046,14.0204431,0.002283921,14.21417,13.3888,12.9623,14.12676,13.34549,12.91076,14.1481,13.3825,12.97262,20.69533,20.2508,20.20089
1237668313773700000,210.9434,210.9434279,14.8681,14.86810133,0.000497623,15.287,14.92782,14.91388,15.23781,14.91604,14.8927,15.14566,14.88356,14.87858,6.620571,6.625705,7.07396
1237668314310570000,210.9011,210.9010463,15.27342,15.27339967,0.002315206,16.29261,15.90779,15.7063,16.18777,15.86707,15.65508,16.21616,15.94106,15.80567,18.41854,16.47045,16.22903
1237668314846590000,208.9041,208.9041318,15.97067,15.97066078,0.000899816,16.14639,15.60064,15.31893,16.11773,15.60064,15.32977,16.12624,15.59336,15.34214,8.018141,7.715786,7.551112
1237668331489260000,215.9563,215.9563247,14.63877,14.63877683,0.000485946,12.26875,11.87615,11.63134,12.36479,11.9763,11.69812,12.47187,12.04928,11.81288,30.20369,29.99113,30.50849
1237667212111640000,116.9081,116.908041,12.67013,12.67017919,0.003778661,19.00381,18.24456,17.78203,18.90157,18.24456,17.84089,19.01443,18.33287,17.90166,8.809777,7.316786,7.268394
1237668331489320000,216.062,216.062009,14.65326,14.65324888,0.000698902,18.19119,17.92011,17.83205,18.12811,17.91906,17.77244,19.2883,19.007,18.91108,2.970388,2.970395,2.970067
1237668331492080000,222.3694,222.3693771,13.63102,13.63102138,0.000455212,18.11841,17.91229,17.8713,18.12527,17.86778,17.77197,18.12385,17.88541,17.74791,5.941315,6.442941,7.826853
1237668331492400000,223.2262,223.2261713,13.30025,13.30024662,0.000498151,17.69666,17.44097,17.33138,17.65859,17.32664,17.25474,17.68371,17.37507,17.26623,2.784209,3.019148,2.964517
1237667210503780000,123.1882,123.1882199,14.48029,14.48029793,0.001037783,18.6034,18.26757,18.10095,18.46153,18.1163,17.98586,18.52649,18.16153,18.03331,4.092455,4.372393,3.969241
1237668332026000000,215.6144,215.6139213,15.08507,15.0864891,0.08921476,25.11438,20.26495,21.19384,25.11438,20.26495,21.23623,25.11448,20.49051,21.60231,2.969614,1.102616,1.523955
1237668332561760000,213.0658,213.065569,15.87934,15.87923798,0.014459878,22.2052,21.92816,21.77093,22.27446,21.92816,21.66491,22.46945,22.11241,21.80672,1.306652,1.258028,1.389886
1237668332574270000,241.8656,241.8656264,10.14036,10.14035476,0.000308176,18.55804,18.23209,18.02189,18.49517,18.38859,18.57509,19.78904,19.41303,19.32147,2.969623,2.970019,27.92061
1237668332574340000,242.067,242.0669725,10.10868,10.10867722,0.000915706,16.83694,16.12121,15.75062,16.75046,16.0254,15.64466,16.81055,16.08327,15.71682,4.504456,4.723828,4.600063
1237668333111270000,242.1804,242.1805626,10.36719,10.36713834,0.010621413,20.03687,20.03456,19.64363,20.16965,20.03456,19.67583,25.12809,24.78967,24.36996,4.284978,0.09124563,0.09912089
1237668335789730000,246.7229,246.7228557,11.65203,11.65200239,0.001657088,16.27048,15.85367,15.66912,16.39983,15.91986,15.68705,16.47628,16.03519,15.81967,4.534962,5.015735,5.398002
1237668335789730000,246.6945,246.6945107,11.58027,11.58026123,0.000655522,15.13183,14.18686,13.72073,14.89084,14.11701,13.66807,14.96809,14.1194,13.667,17.18416,16.01183,15.87134
1237668336326860000,247.4338,247.4337728,11.84712,11.84711836,0.000262238,16.07009,15.50017,15.21008,15.99746,15.44117,15.18336,16.00896,15.5256,15.2143,20.67088,18.81511,18.5822
1237667108497260000,119.6551,119.6550801,15.06912,15.06914269,0.002339696,20.93538,21.14696,20.90046,20.86495,21.14698,20.80386,21.02961,21.34356,20.97379,1.326912,1.142014,1.155541
1237668336860720000,241.1174,241.1174095,14.78243,14.78242383,0.001329448,14.83014,13.98897,13.57566,14.71404,13.98897,13.61278,14.73503,13.94764,13.55089,25.29809,25.32171,23.18339
1237668336860720000,241.0797,241.0796451,14.75998,14.75997407,0.00133308,17.04362,16.42083,16.10259,16.87862,16.32114,15.99161,16.90894,16.33251,16.00816,8.402164,8.106321,7.896685
1237668336860720000,241.1103,241.1102483,14.75707,14.75706206,0.000816389,16.47061,15.64913,15.23467,16.55465,15.78758,15.37661,16.65318,15.86655,15.46333,7.369617,6.82887,6.695395
1237667107422140000,117.3059,117.3058607,12.76413,12.76405627,0.0062393,17.13477,16.97384,16.81298,17.05791,16.97382,16.68517,17.06524,16.97629,16.69771,6.570717,6.103179,7.582541
1237668337400080000,246.6006,246.6005854,13.11713,13.11708675,0.00336953,16.80633,16.32438,16.08502,16.79355,16.32437,16.09197,16.73391,16.31396,16.08999,12.74529,12.67209,12.64928
1237668337400150000,246.8073,246.8073618,12.97975,12.97958098,0.010320747,15.51392,15.02132,14.72093,15.48274,15.01433,14.69471,15.5022,15.04691,14.76283,20.68956,20.99559,21.18652
1237668348668410000,204.5525,204.552648,15.86319,15.86314137,0.008720735,16.92344,16.60325,16.39579,16.87234,16.60325,16.38391,16.91186,16.62574,16.47026,13.78444,13.81073,13.35271
1237668349206850000,208.2726,208.2726157,15.84455,15.84454914,0.000759405,14.57851,13.83437,13.42961,14.60894,13.90003,13.48746,14.68524,13.93817,13.54744,12.25709,12.17082,12.50367
1237668349208100000,211.1498,211.1498235,15.47279,15.47277674,0.001225135,14.86134,13.9863,13.56356,14.74965,13.92502,13.547,14.82254,13.98469,13.5813,14.64947,14.44382,14.39182
1237668349216290000,230.2478,230.2478366,12.18149,12.18150077,0.002018425,17.03122,16.85644,16.78397,16.94709,16.85643,16.76907,16.96856,16.85435,16.80765,11.36179,10.12348,10.07409
1237668349748770000,220.1267,220.1266874,14.47746,14.47743673,0.001328634,18.03062,17.74735,17.62108,18.03711,17.74734,17.66189,18.06511,17.75774,17.66366,8.830861,8.574618,8.330943
1237668349749420000,221.6013,221.6012095,14.2125,14.21311448,0.036996682,21.35751,21.27452,21.24309,21.417,21.27452,21.23962,21.57722,21.40086,21.36336,1.809924,2.147533,1.965238
1237668349754400000,233.0541,233.0540888,12.02259,12.02259115,0.000292013,18.84531,18.66488,18.54312,18.86801,18.66488,18.55484,18.9367,18.71997,18.81434,8.6933,8.830785,8.099481
1237668349757350000,239.8533,239.8533439,10.46157,10.46156492,0.000234614,17.32554,17.07853,16.9799,17.31758,17.05526,16.97979,17.32341,17.06861,16.97907,5.04033,5.315856,5.280094
1237668350283350000,214.8312,214.8312338,15.81067,15.81066767,0.000267491,17.30148,17.0125,16.87133,17.32098,17.0125,16.86594,17.33413,17.03135,16.88974,8.932191,8.84946,8.880242
1237668350290360000,231.1296,231.1295893,12.87623,12.87620723,0.001811499,18.07029,17.69641,17.56583,17.989,17.58537,17.53992,18.02539,17.67021,17.59583,6.119186,7.076108,6.573757
1237668350291540000,233.7829,233.7830748,12.33707,12.33697384,0.011822624,21.70232,21.72089,21.40648,21.69652,21.72192,21.2436,21.80997,21.866,21.39658,1.551008,1.541715,1.639022
1237668350291930000,234.7154,234.7154196,12.08065,12.08062659,0.001444029,14.36057,13.66821,13.28904,14.3601,13.68541,13.29324,14.39392,13.701,13.33816,12.51062,12.09115,12.31109
1237668350292190000,235.3537,235.3536805,11.98498,11.98496564,0.000801534,16.25904,15.48174,15.0672,16.23516,15.48176,15.07341,16.1644,15.41829,15.019,9.871492,9.915853,9.600263
1237668350292390000,235.7684,235.7684852,11.74357,11.7435547,0.004934311,20.46259,20.25503,20.16289,20.4143,20.25503,20.13189,20.52565,20.39633,20.3191,2.422994,2.359089,0.2425795
1237668350295400000,242.5984,242.5984242,10.21095,10.21094931,0.000438886,16.18229,15.85859,15.73865,16.16099,15.80506,15.63542,16.17278,15.82898,15.69297,5.858473,6.155488,6.528543
1237664289924510000,175.7937,175.793741,14.22471,14.22468559,0.001587873,22.62448,22.12897,22.76391,22.68186,22.12897,22.8189,22.81298,22.25346,22.99217,1.334535,1.250777,1.180331
1237668350295470000,242.6431,242.6431026,10.04037,10.04029347,0.004820021,15.16001,14.3347,14.17862,14.95381,14.28085,14.12225,14.96413,14.28217,14.17613,32.1655,27.9547,26.92029
1237668365311800000,234.4727,234.4729583,14.02984,14.03008634,0.020523953,22.11973,21.95189,22.28572,22.14342,21.95189,21.94297,22.35818,22.16328,22.16492,1.011554,0.9692076,0.9685367
1237664287776570000,119.2028,119.2027603,7.47795,7.477939852,0.000715706,13.03321,12.44551,12.15333,13.06222,12.44551,12.12305,12.98232,12.44454,12.17062,21.07637,19.49428,17.34009
1237668365312060000,235.0142,235.0131853,13.9775,13.9778297,0.06095011,21.10224,20.94331,21.04014,21.19671,20.94339,20.99919,21.42992,21.08195,21.14998,1.274995,1.206432,1.288417
1237664133166460000,163.02,163.0199835,15.03046,15.03049488,0.002147569,17.02122,16.41879,16.18774,17.00169,16.41879,16.21329,17.06793,16.44641,16.31025,16.71453,17.03724,15.3127
1237668365315010000,241.6877,241.6877201,11.88806,11.88803695,0.003356898,16.18044,15.78956,15.6208,16.14854,15.75841,15.57942,16.25858,15.8006,15.71403,17.15293,16.92021,15.75068
1237668365849190000,235.7215,235.7205623,14.23147,14.23275517,0.095360152,20.13772,19.54332,19.42247,20.18336,19.54333,19.3969,20.50646,19.72598,19.59183,0.9504152,0.9532231,1.011494
1237664132630050000,164.0813,164.0813409,14.86636,14.86634847,0.001169573,18.72428,18.47732,18.44125,18.41877,18.35758,18.38842,18.49629,18.40414,18.58477,11.75478,9.631312,9.882001
